edge_key, edge_count
(22->34), 2
(34->15), 2
(15->32), 6
(32->9), 2
(9->21), 2
(27->14), 2
(14->4), 1
(4->28), 1
(28->35), 1
(35->33), 1
(33->6), 5
(6->42), 1
(42->12), 1
(12->25), 10
(25->29), 14
(29->34), 9
(34->44), 4
(44->1), 9
(1->23), 9
(23->13), 10
(13->21), 9
(21->38), 9
(38->10), 9
(10->11), 8
(11->19), 10
(3->28), 9
(28->30), 11
(30->7), 10
(40->8), 8
(8->5), 10
(5->20), 15
(20->35), 2
(35->39), 11
(39->16), 11
(16->9), 2
(9->32), 7
(32->43), 6
(43->24), 8
(24->36), 10
(36->14), 11
(14->31), 2
(26->41), 4
(22->33), 2
(6->17), 2
(17->27), 2
(27->2), 3
(2->37), 2
(37->4), 2
(4->42), 2
(42->18), 4
(18->12), 2
(10->28), 1
(7->8), 1
(8->11), 1
(40->5), 1
(43->32), 1
(13->31), 1
(31->34), 1
(1->18), 1
(18->26), 8
(26->12), 5
(25->9), 1
(37->44), 1
(41->23), 1
(23->10), 1
(10->21), 1
(21->13), 1
(13->1), 1
(1->28), 1
(30->3), 1
(3->38), 5
(38->11), 1
(11->7), 1
(20->15), 4
(22->9), 8
(14->2), 9
(2->6), 9
(6->33), 9
(33->37), 9
(37->17), 5
(17->4), 10
(4->35), 6
(27->31), 6
(31->19), 1
(19->44), 1
(29->24), 1
(24->42), 1
(42->34), 1
(34->18), 1
(25->41), 2
(41->44), 7
(16->12), 5
(12->42), 2
(42->27), 3
(26->25), 2
(29->11), 1
(35->16), 1
(12->23), 1
(23->41), 1
(41->27), 1
(27->21), 1
(21->39), 1
(39->1), 1
(1->34), 1
(34->26), 1
(26->10), 1
(10->13), 1
(13->44), 1
(44->42), 1
(42->38), 1
(38->18), 1
(18->31), 1
(31->25), 1
(6->12), 1
(29->28), 1
(28->42), 1
(44->18), 1
(38->31), 1
(31->36), 1
(23->17), 1
(16->5), 1
(5->19), 1
(14->1), 1
(1->33), 1
(16->8), 2
(9->24), 2
(37->15), 4
(32->17), 5
(4->27), 4
(27->43), 2
(43->40), 2
(40->42), 2
(42->31), 2
(9->43), 2
(31->42), 2
(26->35), 4
(12->43), 1
(43->42), 1
(16->40), 5
(20->9), 1
(22->18), 1
(18->25), 1
(33->13), 1
(9->11), 5
(11->12), 2
(12->22), 2
(22->1), 3
(1->32), 1
(17->42), 1
(42->21), 1
(21->36), 3
(36->39), 3
(39->8), 1
(8->7), 1
(10->34), 1
(34->25), 3
(25->24), 2
(24->44), 3
(44->31), 3
(35->5), 1
(5->41), 1
(41->20), 1
(20->16), 1
(40->27), 1
(27->37), 3
(37->23), 2
(23->18), 1
(18->29), 1
(29->43), 1
(15->2), 4
(14->6), 1
(6->30), 5
(38->4), 1
(4->33), 5
(11->27), 1
(37->29), 2
(29->12), 1
(1->7), 1
(10->5), 1
(38->43), 3
(43->17), 3
(35->8), 3
(32->34), 1
(41->28), 2
(2->24), 2
(26->16), 1
(40->4), 4
(19->14), 1
(14->18), 1
(24->34), 2
(44->9), 2
(11->13), 2
(13->12), 2
(12->16), 2
(10->39), 2
(39->31), 2
(23->1), 1
(22->19), 2
(19->7), 2
(7->5), 2
(21->32), 1
(32->14), 1
(14->37), 1
(37->36), 1
(36->25), 2
(29->26), 2
(8->41), 2
(15->27), 1
(16->13), 1
(12->27), 1
(10->1), 1
(19->38), 1
(35->28), 1
(28->32), 1
(32->8), 1
(8->34), 1
(41->40), 1
(33->14), 1
(14->15), 1
(2->16), 1
(34->27), 1
(27->44), 1
(18->32), 1
(32->6), 1
(7->14), 1
(14->5), 1
(1->37), 1
(23->36), 1
(38->21), 1
(21->28), 1
(2->17), 1
