edge_key, edge_count
(1->18), 15
(18->68), 11
(68->63), 11
(63->40), 11
(40->33), 11
(33->74), 4
(74->14), 11
(14->19), 11
(19->9), 11
(9->52), 4
(52->37), 11
(37->11), 11
(11->60), 15
(60->50), 4
(50->35), 15
(35->28), 4
(28->77), 4
(77->25), 4
(25->61), 15
(61->6), 20
(6->32), 4
(32->69), 4
(69->59), 8
(59->42), 4
(42->26), 4
(26->72), 15
(72->66), 15
(66->17), 4
(17->70), 12
(70->31), 12
(31->24), 15
(24->47), 14
(47->29), 13
(29->7), 12
(7->73), 15
(73->55), 15
(55->20), 15
(20->8), 15
(8->15), 13
(15->13), 14
(13->57), 15
(57->49), 13
(49->54), 13
(2->44), 15
(44->48), 15
(48->23), 15
(23->10), 15
(10->76), 15
(76->39), 15
(39->58), 15
(58->43), 15
(5->3), 15
(3->38), 15
(38->46), 15
(46->67), 15
(67->4), 15
(4->75), 15
(75->22), 15
(22->41), 7
(41->21), 7
(21->45), 15
(45->27), 16
(27->53), 7
(53->30), 15
(30->16), 15
(16->34), 11
(34->62), 11
(62->71), 11
(71->56), 15
(56->12), 15
(12->36), 9
(36->64), 11
(64->51), 11
(22->21), 8
(27->41), 8
(41->53), 8
(33->28), 7
(28->74), 7
(59->52), 7
(60->26), 11
(66->50), 11
(35->42), 11
(42->17), 2
(17->7), 3
(47->15), 2
(15->69), 1
(69->77), 1
(77->32), 11
(32->25), 11
(70->29), 1
(29->13), 1
(42->31), 1
(24->17), 1
(57->54), 2
(12->77), 2
(6->47), 1
(29->69), 2
(69->70), 2
(6->29), 1
(18->28), 4
(28->68), 4
(68->9), 4
(9->62), 4
(62->40), 4
(40->52), 4
(52->51), 4
(51->34), 4
(34->74), 4
(74->63), 4
(63->14), 4
(14->11), 4
(42->77), 8
(6->17), 8
(16->71), 4
(12->69), 4
(69->36), 4
(36->59), 4
(59->37), 4
(37->64), 5
(64->33), 4
(33->19), 4
(19->1), 4
(9->69), 4
(32->66), 3
(66->12), 3
(12->73), 5
(73->65), 5
(65->53), 3
(53->11), 1
(11->30), 3
(30->5), 5
(33->44), 5
(44->56), 5
(56->48), 5
(48->63), 5
(63->76), 5
(76->24), 5
(24->31), 3
(31->70), 2
(34->14), 3
(52->3), 4
(3->39), 2
(39->7), 2
(7->57), 5
(57->25), 5
(25->35), 5
(35->23), 4
(23->62), 1
(62->37), 1
(64->71), 3
(71->68), 3
(68->13), 1
(13->49), 1
(49->4), 1
(4->17), 1
(17->72), 3
(72->28), 3
(28->9), 4
(9->55), 5
(55->45), 5
(45->10), 4
(10->22), 4
(22->2), 4
(2->75), 4
(75->69), 4
(69->29), 4
(29->46), 3
(46->21), 3
(21->50), 2
(50->8), 2
(8->27), 4
(27->74), 4
(74->19), 3
(19->67), 5
(77->18), 4
(15->54), 5
(54->61), 5
(6->42), 5
(42->60), 5
(60->41), 4
(41->59), 4
(59->51), 5
(51->38), 5
(38->40), 4
(40->43), 5
(43->58), 4
(58->26), 4
(26->36), 3
(36->20), 3
(20->16), 3
(16->1), 4
(1->47), 3
(47->32), 3
(36->32), 2
(32->12), 2
(52->23), 1
(23->17), 4
(17->9), 1
(27->1), 1
(1->4), 1
(4->2), 1
(2->71), 1
(71->69), 1
(69->49), 1
(49->72), 1
(72->41), 1
(41->40), 1
(43->10), 1
(10->46), 1
(46->28), 1
(37->22), 1
(22->75), 1
(75->29), 1
(29->62), 1
(62->21), 1
(21->13), 2
(13->50), 2
(50->64), 1
(64->8), 2
(8->74), 1
(74->68), 2
(68->19), 2
(67->18), 1
(18->77), 1
(60->59), 1
(38->58), 1
(58->3), 1
(35->26), 1
(26->66), 2
(66->53), 2
(53->16), 2
(16->47), 1
(47->20), 2
(20->36), 2
(53->62), 2
(62->33), 2
(24->30), 2
(5->37), 2
(37->31), 2
(31->64), 2
(68->70), 2
(34->13), 2
(13->11), 2
(11->14), 2
(3->49), 3
(49->39), 3
(39->4), 3
(4->7), 3
(21->8), 1
(1->50), 1
(50->47), 1
(31->71), 1
(71->70), 1
(17->28), 1
(29->21), 1
(50->72), 1
(72->46), 1
(46->37), 1
(37->62), 1
(62->64), 1
