edge_key, edge_count
(6->33), 1
(33->9), 1
(9->36), 1
(36->27), 3
(27->25), 1
(25->32), 1
(32->24), 1
(24->39), 1
(39->10), 3
(10->19), 2
(19->44), 2
(44->23), 1
(23->42), 1
(42->14), 1
(14->11), 1
(11->16), 1
(16->29), 1
(29->43), 1
(43->8), 1
(8->37), 6
(37->15), 2
(15->17), 1
(17->2), 1
(2->26), 1
(26->31), 3
(31->34), 2
(34->1), 2
(1->20), 2
(20->28), 1
(28->5), 1
(5->4), 1
(4->35), 33
(35->21), 1
(21->30), 1
(30->22), 2
(22->40), 1
(40->7), 31
(7->12), 1
(12->13), 1
(13->3), 2
(3->38), 31
(38->41), 1
(41->18), 1
(18->6), 1
(20->1), 1
(1->19), 1
(19->33), 1
(33->42), 2
(42->7), 1
(7->6), 1
(6->4), 1
(4->18), 1
(18->2), 1
(2->41), 1
(41->21), 1
(21->26), 1
(26->38), 1
(38->40), 2
(40->32), 1
(32->12), 2
(12->15), 1
(15->36), 2
(36->22), 1
(22->3), 1
(3->10), 1
(10->37), 1
(37->31), 1
(31->13), 3
(13->17), 1
(17->14), 1
(14->34), 1
(34->39), 1
(39->23), 1
(23->29), 1
(29->25), 3
(25->11), 1
(11->43), 1
(43->28), 2
(28->27), 1
(27->35), 1
(35->16), 1
(16->5), 2
(5->8), 1
(8->30), 1
(30->44), 1
(44->24), 1
(24->9), 2
(9->20), 2
(28->25), 1
(25->29), 1
(29->37), 1
(37->26), 1
(26->41), 1
(41->40), 1
(40->21), 1
(21->18), 1
(18->23), 1
(23->14), 1
(14->13), 1
(13->12), 1
(12->32), 1
(32->9), 1
(9->15), 1
(15->27), 1
(27->39), 1
(39->43), 1
(43->16), 4
(5->31), 1
(31->11), 1
(11->2), 1
(2->44), 1
(44->4), 1
(35->33), 1
(42->10), 1
(10->38), 1
(38->7), 1
(7->36), 5
(36->6), 1
(6->1), 1
(1->3), 1
(3->17), 1
(17->20), 1
(20->34), 1
(34->22), 1
(22->8), 1
(8->19), 1
(19->30), 1
(30->24), 1
(24->28), 31
(11->32), 1
(12->44), 1
(44->28), 1
(28->14), 1
(14->4), 1
(4->41), 1
(41->37), 1
(37->17), 1
(17->23), 1
(23->25), 1
(25->30), 1
(22->33), 1
(33->34), 2
(1->5), 1
(5->39), 2
(39->38), 1
(38->15), 1
(15->16), 1
(16->6), 1
(6->8), 11
(8->24), 1
(24->29), 1
(29->20), 1
(20->40), 1
(40->35), 1
(35->10), 1
(19->31), 1
(31->27), 1
(27->42), 1
(42->9), 1
(9->26), 1
(26->2), 1
(2->21), 1
(21->13), 1
(13->18), 1
(18->7), 3
(7->3), 1
(3->36), 1
(36->43), 1
(43->11), 1
(33->2), 2
(2->14), 2
(14->42), 2
(42->37), 2
(37->11), 2
(11->15), 2
(15->43), 7
(43->17), 2
(17->12), 1
(12->19), 2
(19->28), 3
(28->13), 2
(13->16), 2
(16->23), 1
(23->38), 2
(38->10), 1
(10->31), 2
(31->9), 1
(9->24), 1
(24->25), 4
(25->26), 2
(26->21), 1
(21->6), 1
(6->5), 2
(5->40), 31
(40->39), 2
(39->32), 1
(32->1), 1
(20->35), 1
(35->18), 2
(7->27), 32
(27->36), 2
(36->44), 2
(44->34), 4
(34->29), 32
(29->8), 2
(8->4), 2
(4->3), 2
(3->41), 2
(41->22), 2
(22->30), 3
(30->33), 2
(17->24), 1
(9->12), 4
(16->10), 1
(31->25), 2
(26->23), 1
(39->6), 1
(5->1), 1
(1->32), 11
(32->20), 1
(20->21), 1
(21->35), 10
(41->36), 2
(27->14), 2
(14->18), 7
(18->44), 2
(44->21), 2
(21->29), 2
(25->12), 2
(12->17), 2
(17->40), 2
(40->4), 2
(35->31), 2
(31->26), 30
(26->24), 2
(24->43), 2
(43->15), 2
(15->30), 2
(30->19), 2
(28->1), 2
(1->42), 2
(42->34), 1
(34->33), 1
(33->6), 1
(6->3), 1
(3->13), 1
(13->37), 1
(37->22), 1
(22->2), 1
(2->11), 2
(11->7), 2
(7->9), 2
(9->32), 1
(32->8), 2
(8->20), 31
(20->39), 2
(10->23), 1
(23->16), 1
(16->38), 2
(38->5), 1
(5->41), 2
(19->13), 1
(3->33), 1
(34->28), 1
(42->6), 1
(6->37), 1
(37->23), 1
(23->2), 1
(10->16), 1
(38->22), 1
(22->32), 1
(8->5), 1
(10->41), 30
(41->42), 30
(42->3), 30
(38->6), 30
(6->13), 30
(13->34), 30
(29->24), 30
(28->30), 30
(30->8), 30
(20->36), 30
(36->2), 34
(2->32), 30
(32->44), 30
(44->17), 30
(17->11), 30
(11->9), 30
(9->19), 30
(19->39), 1
(39->33), 30
(33->1), 30
(1->35), 1
(35->4), 1
(4->5), 1
(27->18), 28
(18->25), 3
(25->43), 1
(16->21), 30
(21->23), 28
(23->31), 1
(26->14), 28
(14->15), 30
(15->12), 30
(12->22), 40
(22->37), 30
(37->10), 30
(19->4), 29
(35->39), 29
(1->43), 29
(21->5), 2
(27->23), 12
(23->26), 11
(31->18), 2
(25->14), 2
(43->25), 27
(25->16), 32
(23->5), 27
(18->31), 37
(16->27), 9
(26->9), 10
(9->34), 7
(34->12), 7
(22->28), 9
(28->20), 10
(20->42), 10
(42->5), 9
(5->10), 1
(10->40), 10
(40->41), 10
(41->3), 10
(3->30), 9
(30->1), 10
(32->36), 4
(2->29), 6
(29->11), 10
(11->24), 10
(24->44), 2
(44->13), 5
(13->19), 10
(19->17), 8
(17->15), 7
(43->38), 8
(38->33), 8
(33->39), 7
(39->4), 10
(4->6), 10
(37->21), 1
(35->7), 10
(7->14), 1
(25->37), 5
(37->16), 5
(5->21), 8
(7->10), 5
(32->15), 1
(36->14), 1
(14->2), 5
(2->18), 4
(31->43), 1
(38->39), 2
(8->33), 2
(33->44), 1
(17->29), 1
(36->10), 3
(32->43), 3
(33->14), 1
(31->44), 5
(15->29), 1
(43->36), 1
(36->38), 1
(8->14), 1
(44->29), 1
(24->17), 2
(15->25), 3
(24->13), 3
(37->14), 3
(34->25), 3
(32->14), 2
(44->2), 1
(17->43), 1
(16->26), 1
(42->38), 1
(33->5), 1
(8->44), 1
(44->14), 1
(17->27), 1
(23->35), 1
(36->21), 1
(21->10), 1
(3->18), 1
(19->15), 1
(8->29), 1
