edge_key, edge_count
(16->34), 6
(34->12), 6
(12->26), 6
(26->18), 6
(18->39), 6
(39->38), 6
(38->1), 6
(1->2), 6
(2->24), 6
(24->29), 6
(29->27), 4
(27->7), 6
(31->8), 1
(13->6), 3
(6->42), 1
(3->30), 3
(30->32), 5
(32->19), 5
(40->22), 3
(22->44), 6
(44->17), 6
(17->14), 6
(37->21), 1
(35->21), 3
(20->31), 5
(31->16), 5
(7->36), 2
(36->23), 4
(10->13), 2
(8->42), 4
(37->35), 4
(23->15), 3
(29->21), 2
(21->27), 2
(7->8), 3
(13->42), 1
(42->10), 1
(5->6), 1
(6->30), 1
(30->19), 1
(28->40), 1
(40->3), 3
(3->32), 1
(32->22), 1
(42->6), 2
(6->10), 2
(28->13), 2
(13->30), 2
(19->5), 2
(3->22), 2
(35->15), 1
