edge_key, edge_count
(32->11), 2
(11->17), 1
(17->25), 1
(25->14), 1
(14->24), 1
(24->22), 3
(22->6), 1
(6->42), 3
(42->26), 1
(26->28), 1
(28->36), 3
(36->30), 1
(30->15), 1
(15->19), 1
(19->31), 1
(31->43), 1
(43->44), 1
(44->9), 2
(9->13), 1
(13->27), 1
(27->18), 1
(18->37), 1
(37->4), 1
(4->3), 1
(3->40), 1
(40->38), 10
(38->33), 1
(33->5), 1
(5->8), 1
(8->10), 1
(10->35), 32
(35->2), 1
(2->7), 1
(7->16), 1
(16->23), 1
(23->29), 26
(29->21), 1
(21->41), 1
(41->39), 1
(39->1), 1
(1->20), 1
(20->12), 1
(12->34), 3
(34->32), 2
(22->10), 1
(10->17), 1
(17->4), 1
(4->40), 1
(40->3), 3
(3->6), 1
(6->16), 3
(16->1), 2
(1->43), 1
(43->11), 3
(11->13), 1
(13->19), 1
(19->28), 6
(28->37), 2
(37->23), 1
(23->25), 1
(25->34), 3
(34->2), 1
(2->26), 9
(26->31), 28
(31->44), 1
(44->41), 2
(41->21), 1
(21->29), 1
(29->7), 1
(7->20), 1
(20->8), 1
(8->12), 1
(12->32), 1
(32->39), 1
(39->38), 1
(38->5), 1
(5->33), 3
(33->27), 1
(27->14), 1
(14->36), 1
(36->35), 1
(35->42), 1
(42->30), 1
(30->18), 1
(18->24), 2
(24->9), 1
(9->15), 3
(15->22), 1
(21->24), 2
(24->36), 1
(36->8), 1
(8->15), 1
(15->34), 1
(34->25), 1
(25->13), 1
(13->32), 3
(11->6), 1
(6->37), 1
(37->35), 1
(35->40), 4
(40->5), 1
(5->3), 14
(3->44), 1
(44->16), 1
(16->17), 1
(17->28), 1
(28->2), 1
(2->18), 18
(18->14), 1
(14->26), 27
(26->27), 1
(27->7), 21
(7->43), 1
(43->33), 1
(33->38), 1
(38->39), 4
(39->12), 1
(12->42), 1
(42->29), 1
(29->19), 1
(19->22), 1
(22->20), 1
(20->9), 1
(9->1), 1
(1->31), 1
(31->23), 2
(23->41), 1
(41->4), 1
(4->30), 1
(30->10), 1
(10->21), 1
(42->16), 7
(16->26), 1
(26->43), 3
(43->6), 1
(6->22), 1
(22->11), 2
(11->15), 1
(15->2), 3
(2->31), 1
(23->9), 2
(9->29), 3
(29->12), 1
(12->19), 1
(19->18), 1
(24->17), 2
(17->33), 1
(33->4), 1
(4->28), 1
(37->10), 1
(35->25), 1
(25->20), 1
(20->5), 1
(5->1), 1
(1->13), 1
(13->14), 1
(14->39), 1
(39->44), 1
(41->27), 2
(27->30), 1
(30->32), 1
(32->34), 11
(34->21), 1
(21->7), 1
(7->40), 1
(40->8), 1
(8->38), 1
(38->36), 1
(36->3), 5
(3->42), 1
(28->41), 2
(41->12), 2
(12->9), 2
(15->23), 2
(23->8), 2
(8->39), 2
(39->21), 4
(21->35), 2
(35->36), 2
(36->40), 2
(40->1), 7
(1->10), 2
(10->3), 2
(3->27), 2
(27->11), 2
(11->24), 10
(24->25), 2
(34->31), 2
(31->30), 2
(30->4), 2
(4->38), 2
(38->6), 3
(6->18), 2
(18->7), 8
(7->14), 2
(14->5), 2
(33->20), 10
(20->26), 2
(43->22), 3
(22->13), 3
(32->29), 2
(29->44), 5
(44->17), 2
(17->2), 2
(2->37), 2
(37->42), 3
(16->19), 2
(42->13), 2
(13->25), 2
(25->2), 2
(2->39), 2
(21->8), 2
(8->5), 2
(5->28), 2
(36->14), 2
(14->43), 2
(11->20), 2
(20->6), 3
(16->10), 2
(10->4), 5
(4->35), 2
(35->27), 2
(27->41), 2
(41->37), 2
(37->31), 2
(31->17), 2
(17->34), 10
(34->9), 2
(9->12), 2
(12->44), 2
(44->18), 2
(7->26), 2
(26->32), 2
(32->23), 2
(23->38), 2
(38->40), 3
(3->33), 2
(33->30), 4
(30->19), 3
(19->24), 3
(24->29), 4
(29->15), 2
(15->1), 2
(1->22), 2
(22->42), 3
(16->36), 25
(36->33), 22
(33->3), 21
(3->39), 25
(39->10), 34
(35->38), 20
(38->37), 19
(37->27), 11
(27->40), 15
(40->20), 15
(20->30), 13
(30->28), 14
(28->22), 21
(22->12), 21
(12->13), 21
(13->2), 19
(18->23), 24
(29->25), 27
(25->11), 38
(11->9), 25
(9->14), 25
(26->7), 11
(7->31), 13
(31->15), 18
(15->8), 12
(8->4), 30
(4->5), 37
(5->6), 21
(6->43), 14
(43->34), 13
(34->24), 12
(24->44), 11
(44->21), 13
(21->42), 17
(42->41), 17
(41->1), 14
(1->19), 26
(19->32), 16
(32->17), 7
(17->16), 8
(36->39), 4
(40->37), 4
(37->33), 3
(33->1), 6
(19->30), 1
(31->24), 4
(24->21), 5
(21->34), 4
(34->27), 4
(7->15), 4
(15->17), 4
(17->44), 5
(44->32), 12
(32->43), 9
(43->42), 3
(42->8), 4
(6->20), 4
(20->3), 2
(3->38), 5
(38->41), 10
(41->16), 4
(19->17), 2
(17->32), 6
(32->16), 2
(1->17), 1
(32->19), 1
(19->16), 7
(2->24), 1
(24->7), 1
(7->18), 1
(34->44), 3
(35->37), 7
(37->20), 7
(20->33), 6
(19->12), 6
(12->28), 6
(28->13), 6
(13->18), 6
(31->8), 7
(4->6), 2
(6->21), 6
(21->5), 2
(5->42), 4
(42->38), 3
(41->40), 5
(40->27), 6
