edge_key, edge_count
(7->17), 9
(34->15), 6
(15->44), 6
(43->30), 8
(30->22), 4
(22->24), 2
(24->2), 5
(2->16), 2
(1->38), 1
(27->17), 5
(32->22), 1
(22->16), 1
(19->20), 1
(24->6), 4
(20->28), 5
(17->15), 1
(15->32), 2
(32->30), 4
(30->40), 1
(15->41), 1
(41->8), 1
(6->17), 1
(43->24), 5
(42->1), 1
(2->32), 1
(4->21), 1
(42->40), 2
(16->5), 1
(41->15), 1
(44->43), 1
(2->36), 2
(37->41), 4
(41->20), 4
(20->40), 3
(2->23), 6
(21->18), 2
(18->27), 2
(30->42), 3
(37->40), 4
(28->12), 1
(12->2), 1
(13->8), 1
(13->43), 1
(43->2), 2
(23->14), 4
(14->18), 4
(7->29), 2
(11->44), 1
(9->26), 1
(6->34), 2
(21->27), 2
(6->27), 3
(30->24), 2
(32->21), 4
(42->27), 1
(7->30), 1
(22->2), 1
(5->38), 1
(16->24), 1
(30->34), 1
(34->1), 1
(13->26), 3
(15->43), 4
(25->22), 1
(9->24), 1
(32->42), 1
(33->39), 1
(19->36), 1
(26->8), 1
(5->7), 1
(15->6), 1
(25->9), 1
(9->44), 1
(32->7), 1
(24->11), 1
(11->30), 1
(30->8), 4
(34->14), 1
(26->21), 1
(21->36), 2
(37->12), 2
(34->28), 2
(28->24), 2
(22->19), 2
(19->13), 2
(18->9), 2
(44->25), 3
(11->43), 3
(17->1), 2
(1->6), 2
(20->16), 2
(16->32), 2
(31->29), 1
(2->42), 1
(6->41), 7
(41->28), 10
(28->19), 10
(34->12), 10
(12->30), 10
(30->13), 3
(13->1), 3
(1->36), 8
(36->16), 8
(16->44), 8
(44->2), 10
(31->14), 4
(14->15), 10
(15->9), 7
(9->25), 10
(24->43), 8
(43->29), 8
(29->17), 10
(17->27), 6
(7->23), 6
(23->18), 8
(18->35), 8
(35->39), 6
(39->40), 6
(38->4), 6
(3->37), 2
(37->8), 2
(8->22), 9
(22->21), 7
(21->10), 6
(10->33), 4
(20->42), 6
(42->6), 7
(1->44), 2
(15->36), 1
(16->9), 1
(3->8), 8
(20->37), 1
(30->1), 7
(31->13), 5
(13->37), 5
(37->14), 6
(36->13), 2
(13->16), 2
(2->9), 2
(11->26), 2
(6->33), 1
(33->42), 1
(42->4), 1
(10->20), 1
(20->41), 1
(31->36), 1
(16->37), 1
(17->18), 2
(35->23), 2
(23->7), 2
(7->27), 4
(21->33), 4
(40->39), 1
(10->38), 1
(17->23), 2
(22->35), 2
(35->21), 2
(8->21), 1
(10->22), 1
(22->37), 1
(33->6), 1
