edge_key, edge_count
(13->73), 2
(73->43), 1
(43->45), 1
(45->17), 1
(17->12), 1
(12->40), 1
(40->11), 1
(11->26), 1
(26->48), 1
(48->6), 1
(6->41), 1
(41->57), 1
(57->67), 1
(67->21), 1
(21->54), 1
(54->10), 1
(10->74), 1
(74->20), 1
(20->72), 1
(72->70), 1
(70->58), 1
(58->16), 1
(16->39), 1
(39->42), 1
(42->49), 2
(49->55), 1
(55->4), 1
(4->76), 1
(76->53), 1
(53->35), 1
(35->64), 1
(64->1), 1
(1->30), 1
(30->63), 1
(63->69), 1
(69->22), 1
(22->24), 4
(24->34), 1
(34->36), 7
(36->46), 1
(46->31), 3
(31->52), 1
(52->62), 1
(62->50), 1
(50->14), 1
(14->18), 5
(18->8), 1
(8->66), 1
(66->25), 1
(25->75), 1
(75->60), 1
(60->71), 1
(71->28), 1
(28->38), 3
(38->19), 1
(19->56), 1
(56->33), 1
(33->23), 1
(23->68), 1
(68->3), 1
(3->44), 1
(44->9), 1
(9->77), 1
(77->59), 2
(59->2), 2
(2->15), 1
(15->61), 1
(61->29), 1
(29->47), 1
(47->32), 1
(32->27), 1
(27->51), 1
(51->7), 1
(7->37), 1
(37->65), 1
(65->5), 1
(5->13), 1
(75->39), 1
(39->58), 1
(58->28), 1
(28->47), 1
(47->62), 1
(62->19), 1
(19->71), 1
(71->3), 1
(3->37), 1
(37->9), 1
(9->22), 1
(22->40), 1
(40->1), 2
(1->76), 1
(76->25), 1
(25->53), 1
(53->13), 1
(13->65), 1
(65->60), 1
(60->55), 1
(55->48), 1
(48->54), 1
(54->64), 1
(64->49), 1
(49->7), 1
(7->68), 1
(68->74), 1
(74->41), 1
(41->31), 2
(31->32), 1
(32->61), 1
(61->44), 1
(44->52), 1
(52->17), 1
(17->56), 1
(56->29), 1
(29->15), 1
(15->66), 1
(66->6), 1
(6->16), 1
(16->5), 1
(5->59), 1
(59->51), 1
(51->30), 1
(30->46), 1
(46->2), 1
(2->21), 1
(21->50), 1
(50->24), 1
(24->57), 2
(57->45), 1
(45->36), 1
(36->35), 3
(35->20), 1
(20->67), 1
(67->23), 1
(23->8), 1
(8->77), 1
(77->4), 1
(4->14), 3
(14->70), 1
(70->34), 1
(34->18), 1
(18->69), 1
(69->38), 1
(38->11), 6
(11->10), 1
(10->12), 1
(12->27), 1
(27->72), 1
(72->26), 1
(26->42), 1
(42->33), 1
(33->43), 1
(43->73), 1
