edge_key, edge_count
(13->44), 2
(44->4), 4
(38->3), 3
(3->35), 2
(35->21), 2
(21->37), 2
(40->25), 1
(25->44), 4
(44->19), 3
(19->32), 3
(32->16), 2
(11->13), 1
(13->41), 3
(41->36), 11
(27->18), 11
(18->30), 2
(30->22), 2
(22->17), 2
(17->24), 2
(24->5), 2
(6->20), 2
(20->38), 2
(38->8), 11
(8->3), 3
(10->4), 4
(4->9), 2
(9->29), 5
(29->43), 13
(14->23), 1
(23->35), 1
(35->28), 1
(12->37), 2
(37->31), 2
(26->1), 2
(1->39), 3
(2->15), 8
(15->34), 2
(34->42), 2
(42->33), 2
(33->21), 2
(21->7), 2
(7->29), 1
(29->25), 2
(19->35), 1
(35->43), 1
(43->32), 2
(16->23), 1
(23->11), 1
(11->28), 1
(41->40), 1
(40->36), 1
(27->14), 1
(14->18), 1
(27->20), 3
(20->8), 4
(8->37), 4
(21->23), 1
(29->26), 1
(26->44), 7
(28->19), 2
(30->34), 6
(34->22), 3
(22->24), 3
(11->36), 6
(36->10), 5
(10->6), 3
(6->4), 4
(4->32), 3
(32->40), 3
(40->41), 4
(14->17), 1
(31->9), 3
(9->7), 1
(7->38), 1
(3->42), 1
(42->13), 3
(13->43), 1
(43->1), 2
(16->5), 3
(5->25), 3
(25->15), 3
(15->33), 3
(33->39), 2
(2->35), 3
(35->18), 1
(18->27), 1
(43->36), 1
(36->26), 1
(26->21), 4
(17->44), 2
(44->39), 2
(39->9), 1
(9->11), 3
(8->2), 1
(2->42), 1
(42->28), 1
(22->30), 6
(30->16), 6
(16->15), 6
(15->1), 6
(13->20), 1
(20->41), 1
(25->18), 12
(23->12), 15
(12->24), 13
(24->40), 2
(40->3), 25
(3->38), 4
(10->27), 4
(27->37), 1
(37->35), 1
(35->31), 1
(31->32), 2
(32->7), 1
(14->5), 5
(4->33), 1
(33->19), 4
(19->34), 4
(34->43), 5
(11->34), 8
(34->1), 10
(1->6), 4
(6->37), 9
(37->20), 10
(30->8), 8
(8->7), 4
(7->21), 6
(21->39), 9
(39->17), 9
(17->15), 9
(15->29), 9
(43->31), 13
(31->16), 11
(16->25), 9
(24->32), 12
(13->10), 8
(35->40), 12
(3->27), 13
(27->44), 5
(44->9), 8
(9->36), 5
(36->38), 5
(38->41), 6
(41->28), 12
(28->4), 7
(4->14), 7
(19->5), 4
(5->33), 1
(33->42), 6
(42->26), 1
(26->2), 9
(22->11), 5
(1->42), 8
(16->6), 2
(8->29), 2
(31->7), 2
(21->25), 2
(17->43), 2
(43->39), 2
(39->33), 2
(33->5), 5
(5->26), 5
(22->15), 2
(15->11), 7
(36->11), 2
(11->2), 3
(2->21), 2
(20->22), 4
(22->1), 5
(1->8), 1
(8->19), 2
(24->44), 2
(9->32), 2
(27->38), 1
(41->4), 2
(4->26), 2
(26->28), 2
(28->7), 1
(7->17), 1
(15->43), 2
(16->29), 1
(29->14), 2
(37->25), 1
(25->6), 1
(6->33), 4
(42->39), 5
(39->36), 2
(13->35), 2
(40->44), 3
(9->3), 2
(27->36), 6
(36->41), 2
(21->33), 1
(33->14), 13
(37->9), 2
(32->5), 2
(6->1), 2
(1->20), 11
(20->28), 2
(28->8), 5
(8->15), 4
(36->25), 3
(25->26), 1
(44->34), 5
(43->7), 1
(7->16), 3
(16->30), 4
(30->41), 1
(41->17), 5
(17->29), 2
(31->13), 2
(13->18), 1
(27->35), 1
(35->39), 1
(39->4), 6
(4->42), 1
(42->2), 1
(13->27), 1
(23->6), 1
(6->24), 1
(24->17), 1
(17->32), 1
(32->41), 1
(41->33), 1
(33->16), 2
(16->43), 1
(43->18), 1
(18->38), 1
(21->15), 3
(31->42), 1
(42->12), 7
(12->1), 3
(28->2), 1
(26->35), 4
(35->10), 7
(10->3), 2
(3->22), 2
(22->44), 1
(44->8), 1
(8->11), 1
(11->19), 2
(34->30), 1
(29->9), 1
(42->6), 6
(8->21), 3
(15->2), 1
(35->13), 2
(41->25), 2
(44->28), 2
(28->18), 2
(11->43), 2
(43->30), 2
(30->17), 2
(34->38), 2
(39->29), 1
(32->10), 4
(4->3), 1
(3->7), 5
(14->33), 5
(5->9), 1
(9->22), 1
(37->3), 2
(10->5), 1
(35->7), 12
(7->26), 8
(12->38), 1
(38->33), 2
(34->20), 5
(20->42), 2
(42->30), 2
(30->28), 2
(28->11), 2
(11->24), 1
(24->4), 2
(4->27), 5
(27->9), 2
(9->40), 1
(41->32), 1
(32->2), 2
(2->44), 4
(44->22), 2
(22->36), 3
(13->1), 5
(25->37), 1
(10->17), 1
(17->5), 1
(7->18), 5
(26->38), 1
(16->14), 1
(11->21), 1
(21->24), 1
(31->23), 2
(23->40), 1
(39->41), 1
(41->15), 1
(8->25), 1
(26->19), 1
(19->2), 2
(4->5), 2
(5->38), 2
(38->9), 5
(9->37), 5
(20->26), 2
(7->28), 1
(34->14), 2
(23->24), 3
(35->22), 1
(8->40), 1
(27->33), 2
(39->11), 1
(19->24), 3
(24->21), 2
(21->26), 2
(26->33), 3
(33->25), 3
(25->34), 6
(34->32), 3
(32->37), 3
(23->18), 3
(18->41), 3
(20->35), 5
(10->2), 3
(2->8), 3
(8->9), 3
(31->44), 3
(44->40), 2
(3->5), 2
(5->11), 3
(11->17), 3
(17->38), 3
(38->39), 3
(27->6), 6
(6->42), 4
(12->13), 6
(7->36), 3
(14->31), 2
(9->38), 2
(38->42), 2
(13->28), 2
(28->3), 4
(21->43), 2
(17->2), 2
(2->4), 2
(1->28), 4
(19->26), 4
(34->5), 1
(5->16), 2
(30->14), 3
(41->3), 1
(27->42), 1
(18->36), 3
(36->43), 2
(43->21), 2
(17->25), 2
(24->29), 1
(23->32), 1
(40->6), 2
(33->2), 2
(8->38), 2
(38->2), 2
(23->41), 1
(10->32), 1
(32->29), 2
(37->4), 1
(4->31), 1
(31->40), 1
(19->33), 2
(26->34), 1
(44->5), 1
(4->40), 1
(25->19), 3
(43->5), 3
(5->7), 2
(2->29), 1
(12->6), 1
(29->17), 1
(17->22), 1
(22->20), 1
(20->39), 1
(18->8), 1
(41->30), 1
(30->1), 1
(1->31), 1
(13->24), 1
(24->2), 1
(37->42), 1
(42->15), 1
(11->25), 1
(16->35), 1
(6->9), 1
(32->28), 1
(38->21), 1
(21->14), 1
(14->12), 1
(12->33), 1
(33->29), 1
(13->40), 1
(40->27), 1
(38->26), 1
(22->41), 3
(5->19), 1
(2->11), 1
(24->26), 1
(38->4), 1
(6->39), 1
(39->21), 2
(21->42), 1
(12->7), 1
(7->24), 1
(26->22), 1
(22->7), 1
(7->1), 1
(13->26), 1
(39->12), 1
(12->25), 1
(25->9), 1
(23->42), 1
(42->41), 1
(10->31), 1
(29->40), 1
(37->18), 1
(36->4), 1
(27->43), 1
(34->6), 1
(3->33), 1
(33->24), 1
(24->19), 1
(19->13), 1
(26->39), 3
(43->17), 11
(17->1), 1
(39->15), 2
(44->38), 1
(5->17), 1
(17->9), 1
(9->2), 2
(16->33), 1
(20->2), 1
(31->29), 1
(29->7), 1
(7->42), 1
(13->8), 1
(10->16), 1
(20->33), 10
(14->16), 10
(16->9), 9
(12->22), 8
(22->19), 8
(19->43), 10
(31->21), 10
(21->44), 9
(44->11), 10
(11->29), 9
(29->23), 10
(23->27), 10
(18->37), 9
(37->30), 10
(10->8), 1
(8->28), 9
(28->41), 7
(36->42), 9
(5->4), 10
(4->35), 10
(15->38), 1
(39->13), 1
(1->32), 1
(32->24), 1
(24->25), 9
(39->34), 1
(16->12), 1
(21->29), 1
(10->38), 9
(15->24), 9
(25->32), 6
(25->39), 1
(39->32), 3
(34->13), 4
(13->2), 2
(13->39), 4
(39->20), 4
(18->40), 1
(36->28), 1
(28->37), 1
(24->1), 1
(1->34), 5
(34->25), 1
(7->2), 3
(26->15), 3
(32->1), 3
(2->39), 1
