edge_key, edge_count
(21->11), 6
(11->22), 1
(22->12), 1
(12->1), 5
(1->15), 3
(15->20), 2
(20->4), 1
(4->7), 1
(7->16), 1
(16->9), 1
(9->2), 15
(2->14), 6
(14->19), 1
(19->18), 1
(18->3), 1
(3->5), 1
(5->13), 1
(13->6), 1
(6->10), 1
(10->8), 9
(8->17), 18
(17->21), 2
(6->21), 1
(21->20), 1
(20->22), 1
(22->3), 1
(3->11), 14
(11->18), 1
(18->1), 1
(1->14), 2
(14->9), 1
(9->4), 6
(4->2), 1
(2->19), 1
(19->13), 1
(13->10), 6
(10->17), 2
(17->15), 1
(15->5), 2
(5->12), 3
(12->8), 1
(8->16), 1
(16->7), 1
(7->6), 1
(13->12), 1
(12->6), 1
(6->8), 5
(8->5), 2
(5->17), 1
(17->16), 1
(16->3), 2
(11->7), 1
(7->21), 4
(21->19), 1
(19->15), 1
(20->18), 9
(18->2), 1
(2->9), 1
(9->1), 2
(14->22), 2
(22->4), 3
(4->10), 1
(10->13), 1
(6->19), 1
(19->12), 1
(12->20), 1
(20->7), 1
(7->15), 1
(15->3), 2
(3->21), 1
(21->8), 7
(8->11), 1
(11->16), 19
(16->5), 1
(5->22), 1
(22->18), 6
(18->9), 6
(1->10), 1
(17->14), 1
(14->2), 2
(2->13), 1
(13->4), 1
(4->6), 1
(1->21), 4
(21->12), 7
(12->10), 13
(17->6), 10
(6->15), 3
(16->22), 13
(22->14), 13
(14->4), 13
(4->13), 15
(13->19), 15
(19->9), 14
(2->20), 15
(18->5), 6
(5->7), 11
(7->1), 5
(10->21), 10
(17->11), 3
(20->6), 1
(6->5), 2
(5->1), 5
(1->18), 1
(18->7), 3
(7->3), 9
(3->15), 6
(15->12), 1
(6->3), 9
(18->15), 5
(1->12), 2
(15->7), 3
(7->5), 1
(20->15), 4
(15->18), 5
(1->7), 3
(7->12), 1
(15->1), 6
(1->5), 5
(7->18), 1
(11->14), 2
(18->22), 1
(9->6), 1
(3->16), 1
(16->12), 1
(21->17), 2
(17->8), 2
(8->10), 2
(10->6), 2
(20->12), 2
(5->21), 2
(19->6), 6
(6->9), 1
(15->16), 1
(3->12), 1
(15->22), 2
(4->19), 5
(6->17), 1
(16->20), 5
(20->2), 5
(14->13), 1
(17->13), 4
(14->5), 1
(1->22), 3
(14->12), 3
(12->5), 3
