edge_key, edge_count
(19->41), 1
(41->1), 3
(1->36), 3
(36->18), 4
(18->9), 3
(9->11), 3
(11->2), 2
(2->27), 2
(27->7), 3
(7->23), 6
(23->17), 2
(17->16), 3
(16->6), 1
(6->12), 1
(12->32), 1
(32->35), 2
(35->10), 4
(10->40), 2
(40->22), 2
(22->30), 3
(30->19), 4
(40->7), 4
(23->1), 3
(1->19), 1
(19->12), 3
(12->22), 7
(22->32), 3
(35->9), 2
(9->27), 3
(27->36), 2
(36->11), 4
(11->18), 2
(18->17), 1
(16->2), 4
(2->30), 3
(30->6), 4
(6->41), 4
(41->10), 3
(1->6), 1
(6->18), 1
(18->2), 2
(2->17), 2
(17->9), 3
(9->10), 1
(10->22), 2
(30->12), 4
(12->19), 3
(19->35), 2
(35->32), 1
(32->11), 2
(11->36), 1
(36->16), 1
(16->40), 1
(40->41), 3
(41->27), 3
(6->16), 2
(2->35), 1
(10->9), 2
(9->12), 2
(12->30), 4
(30->40), 2
(40->36), 1
(11->17), 3
(17->23), 4
(23->7), 4
(7->27), 2
(27->41), 1
(41->19), 2
(19->32), 4
(32->22), 2
(22->1), 2
(1->18), 1
(18->6), 1
(35->23), 2
(23->18), 4
(18->7), 1
(7->22), 1
(22->19), 3
(19->9), 1
(11->32), 4
(32->6), 1
(17->12), 1
(30->27), 1
(27->1), 2
(36->41), 1
(41->40), 2
(40->10), 3
(10->35), 6
(32->30), 1
(22->35), 1
(35->18), 4
(18->36), 2
(36->6), 2
(41->23), 1
(7->10), 2
(10->27), 1
(1->2), 2
(2->16), 1
(16->19), 3
(19->40), 1
(40->11), 1
(9->32), 1
(32->17), 3
(23->36), 1
(36->2), 1
(2->12), 4
(12->40), 2
(40->35), 2
(10->7), 2
(7->18), 2
(18->41), 1
(41->11), 1
(11->9), 3
(27->22), 2
(30->16), 2
(19->6), 2
(6->1), 3
(1->32), 1
(9->2), 2
(41->17), 1
(17->11), 1
(32->23), 2
(18->22), 1
(12->16), 2
(16->35), 1
(35->40), 2
(10->36), 2
(36->1), 2
(1->27), 1
(27->9), 2
(32->40), 1
(40->2), 1
(2->7), 3
(7->11), 3
(9->17), 3
(17->41), 3
(16->18), 2
(18->27), 5
(1->10), 3
(10->6), 1
(6->35), 1
(23->22), 1
(6->36), 2
(18->16), 1
(16->17), 1
(23->35), 2
(40->30), 1
(30->1), 3
(1->41), 3
(41->9), 2
(2->32), 2
(32->12), 3
(22->10), 2
(10->19), 1
(35->36), 2
(36->9), 1
(9->6), 1
(6->7), 2
(7->12), 1
(40->18), 1
(27->2), 2
(2->23), 1
(16->22), 1
(22->11), 2
(11->19), 2
(32->1), 1
(27->16), 1
(16->32), 2
(32->9), 2
(9->19), 1
(19->22), 1
(11->40), 1
(7->35), 2
(35->17), 2
(23->2), 1
(12->1), 1
(10->41), 1
(41->6), 2
(6->30), 1
(30->36), 1
(22->16), 4
(16->10), 2
(17->19), 1
(19->2), 1
(2->36), 1
(9->30), 2
(30->41), 1
(1->12), 1
(12->27), 1
(27->23), 1
(7->40), 1
(40->6), 2
(6->11), 1
(22->36), 1
(36->7), 2
(19->16), 1
(16->11), 1
(17->1), 2
(9->40), 2
(6->23), 1
(23->32), 2
(18->40), 2
(40->27), 1
(27->11), 1
(11->30), 1
(7->6), 1
(6->2), 1
(17->36), 1
(36->23), 1
(23->41), 1
(1->16), 1
(23->9), 1
(30->35), 1
(35->6), 1
(6->19), 1
(19->17), 3
(27->12), 1
(16->36), 1
(36->32), 1
(11->1), 1
(1->40), 1
(10->18), 1
(19->11), 2
(11->7), 1
(7->30), 1
(1->35), 1
(35->41), 1
(40->16), 2
(16->23), 1
(32->18), 1
(17->2), 3
(27->10), 2
(36->12), 2
(10->2), 1
(2->41), 1
(6->40), 2
(18->19), 1
(1->30), 3
(12->9), 1
(9->16), 1
(32->36), 1
(11->23), 2
(35->27), 2
(32->19), 1
(18->23), 1
(7->41), 1
(27->17), 1
(17->30), 1
(36->10), 1
(27->18), 1
(17->32), 1
(16->7), 2
(30->22), 1
(22->2), 1
(2->6), 3
(12->17), 1
(32->27), 1
(27->40), 2
(19->30), 1
(18->10), 1
(22->41), 1
(41->35), 1
(41->22), 1
(9->23), 1
(23->16), 1
(10->12), 1
(12->11), 1
(11->35), 1
(41->36), 1
(36->30), 1
(10->16), 1
(35->22), 1
(22->6), 1
(6->17), 1
(18->1), 1
(1->11), 1
(23->30), 1
(19->36), 1
(41->32), 1
(7->9), 1
(9->22), 1
(16->27), 1
