edge_key, edge_count
(4->33), 2
(33->10), 2
(10->40), 2
(40->20), 1
(20->23), 1
(23->26), 1
(26->30), 1
(30->36), 2
(36->12), 2
(12->17), 1
(17->11), 1
(11->25), 2
(25->14), 1
(14->31), 1
(31->2), 1
(2->16), 1
(16->37), 1
(37->13), 1
(13->34), 2
(34->9), 1
(9->15), 1
(15->27), 1
(27->44), 1
(44->24), 1
(24->35), 1
(35->28), 1
(28->43), 1
(43->1), 1
(1->29), 1
(29->42), 1
(42->3), 2
(3->38), 2
(38->4), 1
(44->23), 2
(23->11), 1
(11->31), 1
(31->35), 2
(35->4), 1
(4->30), 1
(30->15), 2
(15->28), 1
(28->1), 1
(1->43), 1
(43->17), 1
(17->34), 1
(34->25), 1
(25->12), 1
(12->24), 3
(24->14), 1
(14->3), 1
(38->33), 1
(33->26), 1
(26->29), 1
(29->9), 2
(9->16), 1
(16->10), 1
(40->27), 1
(27->37), 1
(37->20), 1
(20->36), 1
(36->42), 1
(42->2), 1
(2->13), 2
(13->44), 1
(29->27), 2
(27->16), 1
(16->17), 1
(17->12), 2
(12->4), 1
(4->25), 1
(25->11), 1
(11->2), 1
(2->33), 1
(33->28), 1
(28->40), 1
(40->1), 1
(1->3), 1
(3->31), 1
(31->30), 1
(15->26), 1
(26->23), 1
(23->42), 1
(42->24), 1
(24->44), 1
(44->9), 2
(9->13), 1
(34->20), 1
(20->37), 1
(37->35), 1
(35->43), 2
(43->14), 1
(14->38), 2
(38->10), 1
(10->36), 1
(36->29), 1
(12->44), 1
(9->30), 1
(30->34), 2
(34->13), 1
(13->2), 1
(2->14), 1
(38->24), 1
(24->26), 1
(26->16), 1
(16->42), 1
(42->35), 1
(43->11), 1
(11->27), 1
(27->31), 1
(31->17), 1
(17->3), 1
(3->1), 1
(1->15), 1
(15->40), 3
(40->29), 1
(29->33), 1
(33->20), 3
(20->4), 1
(4->28), 1
(28->25), 1
(25->23), 1
(23->10), 1
(10->37), 1
(37->36), 1
(26->14), 1
(14->33), 1
(33->9), 1
(9->10), 1
(10->16), 1
(16->44), 1
(44->28), 1
(28->13), 2
(13->40), 1
(40->2), 1
(2->23), 1
(23->3), 1
(3->20), 1
(20->29), 1
(29->34), 1
(34->1), 1
(1->30), 1
(36->15), 1
(15->17), 1
(24->4), 1
(4->11), 1
(25->37), 1
(37->38), 1
(38->27), 1
(27->43), 1
(43->31), 1
(35->42), 1
(42->26), 1
(40->11), 1
(11->12), 1
(12->43), 1
(43->9), 1
(9->20), 1
(20->44), 1
(44->16), 1
(16->28), 1
(13->36), 1
(36->37), 2
(37->33), 1
(10->27), 1
(27->38), 1
(38->30), 1
(30->14), 1
(14->24), 1
(24->29), 1
(29->23), 1
(23->1), 2
(1->26), 1
(26->35), 1
(35->34), 1
(34->2), 1
(2->25), 2
(25->31), 1
(31->42), 1
(42->17), 1
(17->4), 1
(4->3), 1
(3->15), 1
(38->35), 1
(35->10), 1
(10->3), 1
(3->43), 1
(43->42), 1
(42->33), 1
(20->30), 1
(34->26), 1
(26->31), 1
(31->14), 1
(14->16), 1
(16->4), 1
(4->44), 1
(1->11), 1
(11->17), 1
(17->2), 1
(13->24), 1
(24->25), 1
(25->15), 1
(15->29), 1
(27->12), 1
(12->28), 1
(28->36), 1
(37->9), 1
(9->40), 1
(40->38), 1
(31->23), 1
(23->27), 1
(27->30), 1
(30->1), 1
(1->13), 1
(13->42), 1
(3->17), 1
(17->16), 1
(16->2), 1
(25->44), 1
(44->29), 1
(9->26), 1
(26->12), 1
(24->34), 1
(34->38), 1
(38->14), 1
(14->36), 1
(36->43), 1
(43->28), 1
(28->37), 1
(37->4), 1
(20->15), 1
(40->35), 1
(35->11), 1
(11->10), 1
(10->31), 1
