edge_key, edge_count
(15->21), 1
(21->8), 1
(8->2), 1
(2->22), 3
(22->4), 1
(4->13), 2
(13->6), 2
(6->19), 1
(19->5), 1
(5->11), 2
(11->16), 1
(16->7), 1
(7->10), 1
(10->12), 1
(12->1), 1
(1->20), 1
(20->3), 3
(3->15), 1
(8->13), 2
(13->12), 1
(12->7), 1
(7->2), 2
(22->1), 2
(1->5), 1
(5->15), 1
(15->3), 1
(3->20), 1
(20->11), 2
(11->21), 2
(21->16), 1
(16->10), 2
(10->6), 1
(6->4), 1
(4->19), 2
(19->8), 1
(8->16), 3
(16->15), 1
(15->11), 1
(11->5), 1
(5->7), 2
(2->20), 1
(20->6), 1
(6->12), 2
(12->22), 1
(22->19), 1
(19->13), 2
(13->4), 1
(4->1), 2
(1->3), 1
(3->21), 2
(21->10), 1
(10->8), 3
(7->1), 1
(1->10), 2
(10->16), 1
(16->11), 2
(21->3), 1
(3->8), 1
(8->22), 1
(22->12), 1
(12->15), 2
(15->20), 2
(20->2), 1
(2->4), 2
(13->5), 2
(5->6), 1
(6->7), 1
(21->22), 1
(1->19), 1
(19->7), 1
(7->6), 1
(6->2), 1
(11->10), 1
(16->12), 1
(4->16), 1
(10->2), 1
(2->7), 1
(7->15), 2
(15->22), 2
(22->3), 1
(3->11), 1
(11->1), 1
(1->21), 1
(21->12), 1
(12->19), 1
(19->20), 1
(20->5), 1
(5->13), 1
(6->8), 1
(8->4), 1
(1->15), 1
(22->20), 1
(11->12), 1
(12->5), 1
(7->3), 1
(3->16), 1
(16->21), 1
(21->2), 1
(2->6), 1
(6->10), 1
(10->19), 1
(19->4), 2
(4->8), 1
(13->1), 1
(15->2), 1
(22->13), 1
(13->20), 1
(3->5), 1
(5->19), 1
(11->6), 1
(12->21), 1
(21->7), 1
