edge_key, edge_count
(84->7), 1
(7->17), 1
(17->13), 1
(13->55), 1
(55->5), 1
(5->87), 2
(87->1), 1
(1->36), 1
(36->42), 1
(42->67), 3
(67->95), 2
(95->43), 2
(43->45), 1
(45->58), 1
(58->83), 1
(83->54), 1
(54->90), 1
(90->41), 1
(41->16), 1
(16->23), 1
(23->62), 1
(62->57), 1
(57->6), 1
(6->93), 1
(93->21), 1
(21->66), 1
(66->86), 2
(86->30), 1
(30->12), 2
(12->32), 1
(32->61), 1
(61->91), 1
(91->97), 2
(97->53), 1
(53->52), 2
(52->50), 1
(50->39), 1
(39->96), 1
(96->15), 1
(15->65), 1
(65->71), 1
(71->10), 1
(10->19), 1
(19->20), 1
(20->37), 1
(37->69), 1
(69->35), 2
(35->51), 1
(51->79), 2
(79->64), 1
(64->76), 1
(76->74), 1
(74->29), 2
(29->59), 1
(59->25), 1
(25->33), 1
(33->60), 2
(60->81), 1
(81->46), 1
(46->92), 1
(92->48), 1
(48->88), 1
(88->31), 1
(31->27), 1
(27->82), 1
(82->4), 1
(4->38), 1
(38->94), 1
(94->84), 1
(69->95), 1
(43->21), 1
(21->46), 1
(46->82), 1
(82->52), 1
(52->88), 1
(88->81), 1
(81->65), 1
(65->60), 1
(60->4), 1
(4->94), 1
(94->83), 1
(83->33), 1
(33->97), 1
(97->93), 1
(93->53), 1
(53->66), 1
(66->5), 1
(5->16), 1
(16->15), 1
(15->19), 1
(19->13), 2
(13->17), 1
(17->50), 1
(50->41), 1
(41->91), 1
(91->59), 1
(59->36), 1
(36->87), 1
(87->32), 1
(32->51), 1
(51->42), 1
(67->90), 1
(90->30), 1
(30->79), 1
(79->74), 1
(74->6), 1
(6->86), 1
(86->92), 1
(92->45), 1
(45->57), 1
(57->35), 1
(35->62), 1
(62->76), 1
(76->61), 1
(61->1), 1
(1->54), 2
(54->31), 1
(31->84), 1
(84->29), 1
(29->20), 1
(20->23), 1
(23->55), 1
(55->25), 1
(25->12), 1
(12->27), 2
(27->48), 1
(48->37), 1
(37->58), 1
(58->39), 1
(39->10), 1
(10->64), 1
(64->38), 1
(38->71), 2
(71->7), 1
(7->96), 1
(96->69), 1
(51->30), 1
(30->48), 1
(48->91), 1
(91->23), 1
(23->1), 1
(54->32), 1
(32->97), 1
(97->15), 1
(15->27), 1
(27->88), 1
(88->66), 1
(86->61), 2
(61->45), 1
(45->12), 1
(12->69), 1
(69->60), 1
(60->52), 1
(52->41), 1
(41->50), 1
(50->58), 1
(58->46), 1
(46->42), 1
(42->87), 1
(87->71), 1
(71->82), 1
(82->43), 1
(43->35), 1
(35->5), 1
(5->59), 1
(59->20), 1
(20->7), 1
(7->38), 1
(38->16), 1
(16->67), 1
(67->19), 1
(19->81), 1
(81->96), 1
(96->93), 1
(93->6), 1
(6->64), 1
(64->94), 1
(94->53), 1
(53->79), 1
(79->10), 1
(10->4), 1
(4->33), 1
(33->17), 1
(17->76), 2
(76->65), 2
(65->83), 1
(83->55), 1
(55->21), 1
(21->39), 1
(39->62), 1
(62->13), 1
(13->92), 1
(92->95), 1
(95->90), 1
(90->36), 1
(36->37), 1
(37->74), 1
(29->84), 1
(84->25), 1
(25->31), 1
(31->57), 1
(57->51), 1
(59->91), 1
(97->60), 3
(60->29), 1
(29->16), 1
(16->58), 1
(58->88), 1
(88->51), 1
(51->92), 1
(92->46), 1
(46->48), 1
(48->33), 2
(33->69), 1
(69->37), 1
(37->84), 1
(84->52), 1
(52->81), 1
(81->7), 1
(7->45), 1
(45->30), 1
(12->87), 1
(87->82), 1
(82->35), 1
(35->17), 1
(17->79), 1
(79->53), 1
(53->94), 1
(94->96), 1
(96->43), 1
(43->31), 1
(31->21), 1
(21->25), 1
(25->19), 1
(19->41), 1
(41->90), 1
(90->93), 1
(93->10), 1
(10->86), 1
(61->95), 1
(95->4), 2
(4->74), 1
(74->62), 1
(62->42), 1
(67->36), 2
(36->83), 1
(83->38), 1
(71->23), 1
(23->39), 1
(39->13), 1
(13->64), 1
(64->50), 1
(50->66), 1
(66->76), 1
(65->5), 1
(5->15), 1
(15->54), 1
(54->6), 2
(6->57), 1
(57->32), 1
(32->20), 1
(20->55), 1
(55->27), 1
(27->1), 1
(1->59), 1
(60->32), 1
(32->55), 1
(55->62), 1
(62->43), 1
(43->27), 1
(27->96), 1
(96->4), 1
(4->71), 1
(71->67), 2
(67->46), 1
(46->65), 1
(65->93), 1
(93->81), 2
(81->17), 1
