edge_key, edge_count
(76->30), 2
(30->69), 1
(35->84), 1
(84->10), 1
(10->58), 1
(58->45), 1
(45->66), 1
(66->29), 1
(29->13), 1
(13->31), 1
(31->23), 1
(23->19), 1
(19->7), 1
(7->16), 1
(16->92), 1
(92->20), 1
(20->50), 1
(50->12), 1
(12->83), 1
(83->6), 1
(6->52), 1
(52->51), 1
(79->38), 1
(38->74), 1
(74->94), 1
(94->1), 1
(1->41), 1
(41->88), 1
(88->86), 1
(86->57), 1
(57->15), 1
(15->82), 1
(82->90), 1
(90->21), 1
(21->48), 1
(33->91), 2
(91->37), 1
(37->39), 1
(39->61), 1
(61->5), 1
(87->36), 1
(36->25), 1
(25->54), 1
(54->53), 1
(53->64), 1
(64->59), 1
(59->95), 1
(95->42), 1
(42->97), 1
(6->81), 1
(81->92), 1
(92->21), 1
(21->51), 1
(51->33), 1
(91->39), 1
(39->50), 1
(50->17), 1
(17->61), 1
(61->37), 1
(37->88), 1
(88->1), 1
(1->79), 1
(79->20), 1
(20->60), 1
(60->71), 1
(36->57), 1
(57->65), 1
(65->32), 1
(32->53), 2
(52->7), 1
(7->13), 1
(13->23), 1
(23->87), 1
(87->31), 1
(31->95), 1
(4->82), 1
(82->29), 1
(29->19), 1
(19->84), 1
(84->93), 1
(93->43), 1
(43->48), 1
(48->35), 1
(35->96), 1
(96->59), 1
(59->54), 1
(54->55), 1
(55->41), 1
(41->62), 1
(62->58), 1
(58->15), 1
(15->90), 1
(90->86), 1
(86->12), 1
(27->25), 1
(25->94), 1
(94->97), 1
(97->45), 1
(45->5), 1
(5->10), 1
(10->83), 1
(83->66), 1
(66->64), 1
(64->42), 1
(42->76), 1
(30->74), 1
(74->46), 1
(46->38), 1
(38->69), 1
(69->16), 1
(16->6), 1
(30->62), 1
(62->31), 1
(31->48), 1
(48->92), 1
(92->67), 1
(95->69), 1
(69->51), 1
(51->7), 1
(7->35), 1
(35->91), 1
(91->65), 1
(65->57), 1
(57->20), 1
(20->84), 1
(84->81), 1
(81->16), 1
(16->79), 1
(79->96), 1
(96->10), 1
(10->38), 1
(38->64), 2
(64->23), 1
(23->82), 1
(82->66), 1
(66->87), 1
(87->93), 1
(93->4), 1
(4->59), 1
(59->90), 1
(90->29), 1
(29->83), 1
(83->32), 1
(32->1), 1
(1->33), 1
(33->15), 1
(15->5), 1
(5->50), 1
(50->61), 1
(61->27), 1
(27->58), 1
(58->19), 1
(13->39), 1
(39->25), 1
(25->42), 1
(42->55), 1
(55->86), 1
(86->76), 1
(76->88), 1
(88->41), 1
(41->17), 1
(17->36), 1
(36->43), 1
(43->46), 1
(46->54), 1
(6->97), 1
(60->53), 1
(53->21), 1
(21->71), 1
(71->52), 1
(52->45), 1
(45->94), 1
(94->74), 1
(74->12), 1
(12->37), 1
(37->30), 1
(36->54), 1
(54->41), 1
(41->84), 1
(84->37), 1
(37->52), 1
(52->33), 1
(60->7), 1
(7->4), 1
(4->57), 1
(57->74), 1
(74->95), 1
(95->10), 1
(10->62), 1
(62->97), 1
(97->12), 1
(12->29), 1
(29->15), 1
(15->32), 1
(53->25), 1
(25->30), 1
(30->88), 1
(88->20), 1
(20->16), 1
(16->87), 1
(87->66), 1
(66->58), 1
(58->71), 1
(71->59), 1
(59->65), 1
(65->90), 1
(90->17), 1
(17->43), 1
(43->51), 1
(51->67), 1
(67->86), 1
(86->45), 1
(45->23), 1
(23->46), 1
(46->91), 1
(91->21), 1
(21->1), 1
(1->82), 1
(82->92), 1
(92->96), 1
(96->39), 1
(39->31), 1
(31->69), 1
(69->55), 1
(55->79), 1
(79->94), 1
(94->35), 1
(35->6), 1
(6->61), 1
(61->42), 1
(42->38), 1
(64->48), 1
(48->83), 1
(83->93), 1
(81->13), 1
(13->76), 1
(76->27), 1
(27->5), 1
(5->19), 1
(19->50), 1
(50->36), 1
