edge_key, edge_count
(53->7), 1
(7->92), 1
(92->47), 1
(47->75), 1
(75->79), 1
(79->82), 1
(82->72), 1
(72->13), 1
(13->68), 1
(68->59), 1
(59->57), 1
(57->35), 1
(35->69), 1
(69->43), 1
(43->26), 1
(26->86), 1
(86->58), 1
(58->41), 1
(41->32), 1
(32->31), 1
(31->94), 1
(94->90), 1
(90->83), 1
(83->70), 1
(70->46), 1
(46->78), 2
(78->1), 1
(1->33), 1
(33->14), 1
(14->61), 1
(61->10), 2
(10->66), 1
(66->74), 1
(74->22), 1
(22->88), 1
(88->2), 1
(2->6), 1
(6->21), 1
(21->37), 1
(37->30), 2
(30->95), 1
(95->36), 1
(36->38), 1
(38->62), 1
(62->48), 1
(48->20), 1
(20->18), 1
(18->12), 1
(12->17), 1
(17->29), 1
(29->67), 1
(67->27), 2
(27->97), 1
(97->24), 1
(24->60), 1
(60->81), 1
(81->3), 1
(3->84), 1
(84->64), 1
(64->19), 1
(19->96), 1
(96->5), 2
(5->80), 1
(80->93), 1
(93->76), 1
(76->73), 1
(73->11), 1
(11->56), 1
(56->50), 1
(50->77), 2
(77->91), 1
(91->71), 1
(71->49), 1
(49->55), 1
(55->39), 1
(39->15), 1
(15->52), 1
(52->34), 1
(34->53), 1
(61->95), 1
(95->29), 1
(29->76), 1
(76->97), 1
(97->27), 1
(27->66), 1
(66->72), 1
(72->6), 2
(6->2), 1
(2->58), 1
(58->64), 1
(64->20), 1
(20->14), 1
(14->33), 1
(33->37), 1
(37->73), 1
(73->47), 1
(47->59), 1
(59->75), 1
(75->10), 1
(10->43), 1
(43->19), 1
(19->34), 1
(34->38), 1
(38->68), 1
(68->53), 1
(53->57), 1
(57->52), 2
(52->94), 1
(94->49), 1
(49->78), 1
(78->77), 1
(77->90), 1
(90->69), 2
(69->84), 1
(84->92), 1
(92->17), 1
(17->31), 2
(31->18), 1
(18->86), 1
(86->13), 1
(13->22), 1
(22->81), 1
(81->7), 1
(7->1), 1
(1->46), 1
(46->55), 1
(55->48), 1
(48->82), 1
(82->15), 1
(15->67), 1
(67->83), 1
(83->39), 1
(39->96), 1
(5->79), 1
(79->50), 1
(50->30), 1
(30->80), 1
(80->32), 2
(32->91), 1
(91->35), 1
(35->21), 1
(21->24), 1
(24->11), 1
(11->36), 1
(36->88), 1
(88->41), 1
(41->74), 1
(74->26), 1
(26->3), 1
(3->56), 1
(56->71), 1
(71->60), 1
(60->62), 2
(62->93), 1
(93->70), 1
(70->12), 1
(12->61), 1
(49->86), 1
(86->82), 1
(82->71), 1
(71->34), 1
(34->11), 1
(11->81), 1
(81->55), 2
(55->92), 1
(92->3), 1
(3->35), 1
(35->33), 1
(33->21), 2
(21->2), 1
(2->75), 1
(75->74), 1
(74->20), 1
(20->31), 1
(31->5), 1
(5->83), 1
(83->95), 2
(95->91), 1
(91->27), 2
(27->50), 1
(50->67), 1
(67->18), 1
(18->30), 2
(30->69), 1
(69->39), 1
(39->62), 1
(62->59), 1
(59->37), 1
(37->29), 1
(29->73), 1
(73->70), 1
(70->97), 1
(97->22), 1
(22->57), 1
(57->14), 1
(14->56), 1
(56->36), 1
(36->1), 1
(1->6), 1
(6->26), 1
(26->17), 1
(17->84), 1
(84->53), 1
(53->94), 1
(94->12), 1
(12->24), 1
(24->80), 1
(80->46), 1
(46->68), 1
(68->96), 1
(96->43), 1
(43->38), 1
(38->79), 1
(79->19), 1
(19->15), 1
(15->10), 1
(10->7), 2
(7->47), 1
(47->88), 1
(88->90), 1
(90->48), 1
(48->58), 1
(58->32), 1
(32->52), 1
(52->72), 1
(72->77), 1
(77->78), 1
(78->13), 1
(13->66), 1
(66->60), 1
(60->64), 1
(64->76), 1
(76->93), 1
(93->61), 1
(61->41), 1
(41->49), 1
(27->96), 1
(96->83), 2
(83->22), 1
(22->90), 1
(90->33), 1
(33->74), 1
(74->47), 2
(47->31), 1
(31->86), 1
(86->84), 1
(84->61), 2
(61->69), 1
(69->68), 1
(68->93), 1
(93->81), 1
(55->13), 1
(13->5), 1
(5->34), 1
(34->79), 1
(79->66), 2
(66->56), 1
(56->17), 1
(17->14), 1
(14->49), 1
(49->58), 1
(58->76), 1
(76->15), 1
(15->48), 1
(48->1), 1
(1->21), 1
(21->36), 1
(36->57), 1
(52->73), 1
(73->50), 1
(50->97), 1
(97->26), 1
(26->53), 1
(53->91), 1
(91->6), 1
(6->80), 1
(80->37), 1
(30->72), 2
(72->35), 1
(35->32), 1
(32->3), 1
(3->39), 1
(39->70), 2
(70->7), 1
(7->60), 1
(60->95), 1
(95->46), 1
(46->12), 1
(12->92), 1
(92->43), 1
(43->77), 1
(77->11), 1
(11->20), 1
(20->41), 1
(41->78), 1
(78->29), 1
(29->94), 1
(94->2), 1
(2->18), 1
(18->64), 1
(64->67), 1
(67->10), 1
(10->19), 1
(19->75), 1
(75->82), 1
(82->24), 1
(24->38), 1
(38->88), 1
(88->71), 1
(71->59), 1
(59->62), 1
(62->27), 1
(11->62), 1
(62->22), 1
(22->5), 1
(5->33), 1
(33->68), 1
(68->86), 1
(86->20), 1
(20->90), 1
(69->31), 1
(31->34), 1
(34->64), 1
(64->57), 1
(57->94), 1
(94->13), 1
(13->83), 1
(95->79), 1
(79->75), 1
(75->12), 1
(12->19), 1
(19->35), 1
(35->59), 1
(59->7), 1
(7->91), 1
(91->73), 1
(73->26), 1
(26->38), 1
(38->1), 1
(1->58), 1
(58->17), 1
(17->52), 1
(52->2), 1
(2->72), 1
(72->82), 1
(82->76), 1
(76->49), 1
(49->50), 1
(77->53), 1
(53->37), 1
(37->41), 1
(41->56), 1
(56->88), 1
(88->84), 1
(61->43), 1
(43->96), 1
(96->66), 1
(66->14), 1
(14->6), 1
(6->70), 1
(70->93), 1
(93->24), 2
(24->74), 1
(74->21), 1
(21->60), 1
(60->18), 1
(30->29), 1
(29->36), 1
(36->80), 1
(32->71), 1
(71->47), 1
(47->81), 1
(81->48), 1
(48->97), 1
(97->78), 1
(78->55), 1
(55->15), 1
(15->92), 2
(92->67), 1
(27->39), 1
(39->10), 1
(10->3), 1
(3->46), 2
(46->11), 1
(36->6), 1
(6->71), 1
(71->20), 1
(20->30), 1
(30->15), 1
(15->81), 1
(81->2), 1
(2->64), 1
(64->5), 1
(5->76), 1
(76->75), 1
(75->37), 2
(37->7), 1
(7->13), 1
(13->58), 1
(58->55), 1
(55->53), 1
(53->61), 1
(10->94), 1
(94->97), 1
(97->91), 1
(91->70), 1
(70->60), 1
(62->79), 1
(66->33), 1
(33->69), 1
(69->46), 1
(46->31), 1
(31->72), 1
(72->73), 1
(73->17), 1
(17->67), 1
(67->48), 1
(48->34), 1
(34->86), 1
(86->92), 1
(92->39), 1
(39->95), 1
(95->57), 1
(57->80), 1
(80->29), 1
(29->26), 1
(26->88), 2
(88->59), 1
(59->35), 1
(35->68), 1
(68->50), 1
(50->3), 1
(3->38), 1
(38->43), 1
(43->49), 1
(49->96), 1
(96->41), 1
(41->47), 1
(47->93), 1
(93->27), 1
(27->24), 1
(24->22), 1
(22->78), 1
(78->84), 1
(84->52), 1
(52->1), 1
(1->56), 1
(56->32), 1
(32->18), 1
(18->14), 1
(14->83), 1
(83->11), 1
(11->19), 1
(19->12), 1
(12->77), 2
(77->21), 1
(21->90), 1
(90->82), 1
(82->74), 1
(74->36), 1
(64->62), 1
(62->11), 2
(11->58), 1
(58->67), 1
(67->29), 1
(29->35), 1
(35->17), 1
(31->73), 1
(73->75), 1
(37->77), 1
(77->48), 1
(48->50), 1
(50->12), 1
(12->2), 1
(2->34), 1
(34->81), 1
(81->94), 1
(94->36), 1
(36->18), 1
(18->97), 1
(97->68), 1
(68->84), 1
(84->22), 1
(22->6), 1
(6->83), 1
(83->74), 1
(47->55), 1
(55->57), 1
(57->26), 1
(26->13), 1
(13->49), 1
(49->66), 1
(66->86), 1
(86->88), 1
(88->56), 1
(56->93), 1
(24->5), 1
(5->61), 1
(61->7), 1
(7->79), 1
(79->59), 1
(59->38), 1
(38->80), 1
(80->53), 1
(53->82), 1
(82->95), 1
(95->52), 1
(52->30), 1
(72->20), 1
(20->60), 1
(60->33), 1
(21->39), 1
(39->69), 1
(69->91), 1
(27->90), 1
(90->41), 1
(41->76), 1
(76->32), 1
(32->15), 1
(92->1), 1
(1->10), 1
(10->96), 1
(96->14), 1
(14->71), 1
(71->3), 1
(78->70), 1
(70->19), 1
(19->43), 1
(43->64), 1
(91->55), 1
(55->94), 1
(94->58), 1
(58->50), 1
(50->82), 1
(82->12), 1
(77->38), 1
(38->81), 1
(81->92), 1
(92->20), 1
(20->47), 1
(47->56), 1
(56->59), 1
(59->73), 1
(73->33), 1
(33->96), 1
(83->68), 1
(68->13), 1
(13->18), 1
(18->62), 1
(11->39), 1
(70->76), 1
(76->1), 1
(1->60), 1
(60->84), 1
(84->69), 1
(69->93), 1
(93->34), 1
(34->71), 1
(71->17), 1
(17->37), 1
(37->57), 1
(57->95), 1
(95->35), 1
(35->52), 1
(52->15), 1
(15->64), 1
(64->36), 1
(36->49), 1
(49->3), 1
(3->31), 1
(31->21), 1
(21->72), 1
(6->14), 1
(14->78), 1
(78->10), 1
(7->74), 1
(74->43), 1
(43->27), 1
(27->19), 1
(19->5), 1
(5->97), 1
(97->67), 1
(67->32), 1
(32->61), 1
(61->90), 1
(90->26), 1
(88->79), 1
(79->53), 1
(53->75), 1
(75->24), 1
(24->86), 1
(86->29), 1
(29->48), 1
(48->41), 1
(41->30), 1
(30->66), 1
(66->46), 1
(46->80), 1
(80->22), 1
(22->2), 1
(2->91), 1
